MTU,Out Area,In Area,Physical Flow (MW)
09/02/2022 20:00:00 - 09/02/2022 21:00:00,BZN|GB(IFA2),BZN|FR,505.00
09/02/2022 21:00:00 - 09/02/2022 22:00:00,BZN|FR,BZN|GB(IFA2),0.00
09/02/2022 21:00:00 - 09/02/2022 22:00:00,BZN|GB(IFA2),BZN|FR,631.00
09/02/2022 22:00:00 - 09/02/2022 23:00:00,BZN|FR,BZN|GB(IFA2),0.00
09/02/2022 22:00:00 - 09/02/2022 23:00:00,BZN|GB(IFA2),BZN|FR,664.00
09/02/2022 23:00:00 - 10/02/2022 00:00:00,BZN|FR,BZN|GB(IFA2),63.00
09/02/2022 23:00:00 - 10/02/2022 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2022 00:00:00 - 10/02/2022 01:00:00,BZN|FR,BZN|GB(IFA2),179.00
10/02/2022 00:00:00 - 10/02/2022 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2022 01:00:00 - 10/02/2022 02:00:00,BZN|FR,BZN|GB(IFA2),144.00
10/02/2022 01:00:00 - 10/02/2022 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2022 02:00:00 - 10/02/2022 03:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 02:00:00 - 10/02/2022 03:00:00,BZN|GB(IFA2),BZN|FR,389.00
10/02/2022 03:00:00 - 10/02/2022 04:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 03:00:00 - 10/02/2022 04:00:00,BZN|GB(IFA2),BZN|FR,728.00
10/02/2022 04:00:00 - 10/02/2022 05:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 04:00:00 - 10/02/2022 05:00:00,BZN|GB(IFA2),BZN|FR,878.00
10/02/2022 05:00:00 - 10/02/2022 06:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 05:00:00 - 10/02/2022 06:00:00,BZN|GB(IFA2),BZN|FR,824.00
10/02/2022 06:00:00 - 10/02/2022 07:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 06:00:00 - 10/02/2022 07:00:00,BZN|GB(IFA2),BZN|FR,152.00
10/02/2022 07:00:00 - 10/02/2022 08:00:00,BZN|FR,BZN|GB(IFA2),168.00
10/02/2022 07:00:00 - 10/02/2022 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2022 08:00:00 - 10/02/2022 09:00:00,BZN|FR,BZN|GB(IFA2),270.00
10/02/2022 08:00:00 - 10/02/2022 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2022 09:00:00 - 10/02/2022 10:00:00,BZN|FR,BZN|GB(IFA2),262.00
10/02/2022 09:00:00 - 10/02/2022 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2022 10:00:00 - 10/02/2022 11:00:00,BZN|FR,BZN|GB(IFA2),88.00
10/02/2022 10:00:00 - 10/02/2022 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2022 11:00:00 - 10/02/2022 12:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 11:00:00 - 10/02/2022 12:00:00,BZN|GB(IFA2),BZN|FR,24.00
10/02/2022 12:00:00 - 10/02/2022 13:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 12:00:00 - 10/02/2022 13:00:00,BZN|GB(IFA2),BZN|FR,369.00
10/02/2022 13:00:00 - 10/02/2022 14:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 13:00:00 - 10/02/2022 14:00:00,BZN|GB(IFA2),BZN|FR,259.00
10/02/2022 14:00:00 - 10/02/2022 15:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 14:00:00 - 10/02/2022 15:00:00,BZN|GB(IFA2),BZN|FR,148.00
10/02/2022 15:00:00 - 10/02/2022 16:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 15:00:00 - 10/02/2022 16:00:00,BZN|GB(IFA2),BZN|FR,444.00
10/02/2022 16:00:00 - 10/02/2022 17:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 16:00:00 - 10/02/2022 17:00:00,BZN|GB(IFA2),BZN|FR,280.00
10/02/2022 17:00:00 - 10/02/2022 18:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 17:00:00 - 10/02/2022 18:00:00,BZN|GB(IFA2),BZN|FR,178.00
10/02/2022 18:00:00 - 10/02/2022 19:00:00,BZN|FR,BZN|GB(IFA2),260.00
10/02/2022 18:00:00 - 10/02/2022 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2022 19:00:00 - 10/02/2022 20:00:00,BZN|FR,BZN|GB(IFA2),475.00
10/02/2022 19:00:00 - 10/02/2022 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2022 20:00:00 - 10/02/2022 21:00:00,BZN|FR,BZN|GB(IFA2),475.00
10/02/2022 20:00:00 - 10/02/2022 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2022 21:00:00 - 10/02/2022 22:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 21:00:00 - 10/02/2022 22:00:00,BZN|GB(IFA2),BZN|FR,3.00
10/02/2022 22:00:00 - 10/02/2022 23:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 22:00:00 - 10/02/2022 23:00:00,BZN|GB(IFA2),BZN|FR,364.00
10/02/2022 23:00:00 - 11/02/2022 00:00:00,BZN|FR,BZN|GB(IFA2),0.00
10/02/2022 23:00:00 - 11/02/2022 00:00:00,BZN|GB(IFA2),BZN|FR,723.00
11/02/2022 00:00:00 - 11/02/2022 01:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 00:00:00 - 11/02/2022 01:00:00,BZN|GB(IFA2),BZN|FR,420.00
11/02/2022 01:00:00 - 11/02/2022 02:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 01:00:00 - 11/02/2022 02:00:00,BZN|GB(IFA2),BZN|FR,15.00
11/02/2022 02:00:00 - 11/02/2022 03:00:00,BZN|FR,BZN|GB(IFA2),202.00
11/02/2022 02:00:00 - 11/02/2022 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2022 03:00:00 - 11/02/2022 04:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 03:00:00 - 11/02/2022 04:00:00,BZN|GB(IFA2),BZN|FR,6.00
11/02/2022 04:00:00 - 11/02/2022 05:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 04:00:00 - 11/02/2022 05:00:00,BZN|GB(IFA2),BZN|FR,161.00
11/02/2022 05:00:00 - 11/02/2022 06:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 05:00:00 - 11/02/2022 06:00:00,BZN|GB(IFA2),BZN|FR,474.00
11/02/2022 06:00:00 - 11/02/2022 07:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 06:00:00 - 11/02/2022 07:00:00,BZN|GB(IFA2),BZN|FR,975.00
11/02/2022 07:00:00 - 11/02/2022 08:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 07:00:00 - 11/02/2022 08:00:00,BZN|GB(IFA2),BZN|FR,394.00
11/02/2022 08:00:00 - 11/02/2022 09:00:00,BZN|FR,BZN|GB(IFA2),180.00
11/02/2022 08:00:00 - 11/02/2022 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2022 09:00:00 - 11/02/2022 10:00:00,BZN|FR,BZN|GB(IFA2),716.00
11/02/2022 09:00:00 - 11/02/2022 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2022 10:00:00 - 11/02/2022 11:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 10:00:00 - 11/02/2022 11:00:00,BZN|GB(IFA2),BZN|FR,440.00
11/02/2022 11:00:00 - 11/02/2022 12:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 11:00:00 - 11/02/2022 12:00:00,BZN|GB(IFA2),BZN|FR,144.00
11/02/2022 12:00:00 - 11/02/2022 13:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 12:00:00 - 11/02/2022 13:00:00,BZN|GB(IFA2),BZN|FR,333.00
11/02/2022 13:00:00 - 11/02/2022 14:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 13:00:00 - 11/02/2022 14:00:00,BZN|GB(IFA2),BZN|FR,307.00
11/02/2022 14:00:00 - 11/02/2022 15:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 14:00:00 - 11/02/2022 15:00:00,BZN|GB(IFA2),BZN|FR,347.00
11/02/2022 15:00:00 - 11/02/2022 16:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 15:00:00 - 11/02/2022 16:00:00,BZN|GB(IFA2),BZN|FR,34.00
11/02/2022 16:00:00 - 11/02/2022 17:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 16:00:00 - 11/02/2022 17:00:00,BZN|GB(IFA2),BZN|FR,2.00
11/02/2022 17:00:00 - 11/02/2022 18:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 17:00:00 - 11/02/2022 18:00:00,BZN|GB(IFA2),BZN|FR,489.00
11/02/2022 18:00:00 - 11/02/2022 19:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 18:00:00 - 11/02/2022 19:00:00,BZN|GB(IFA2),BZN|FR,564.00
11/02/2022 19:00:00 - 11/02/2022 20:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 19:00:00 - 11/02/2022 20:00:00,BZN|GB(IFA2),BZN|FR,702.00
11/02/2022 20:00:00 - 11/02/2022 21:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 20:00:00 - 11/02/2022 21:00:00,BZN|GB(IFA2),BZN|FR,991.00
11/02/2022 21:00:00 - 11/02/2022 22:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 21:00:00 - 11/02/2022 22:00:00,BZN|GB(IFA2),BZN|FR,995.00
11/02/2022 22:00:00 - 11/02/2022 23:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 22:00:00 - 11/02/2022 23:00:00,BZN|GB(IFA2),BZN|FR,975.00
11/02/2022 23:00:00 - 12/02/2022 00:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2022 23:00:00 - 12/02/2022 00:00:00,BZN|GB(IFA2),BZN|FR,959.00
12/02/2022 00:00:00 - 12/02/2022 01:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 00:00:00 - 12/02/2022 01:00:00,BZN|GB(IFA2),BZN|FR,719.00
12/02/2022 01:00:00 - 12/02/2022 02:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 01:00:00 - 12/02/2022 02:00:00,BZN|GB(IFA2),BZN|FR,464.00
12/02/2022 02:00:00 - 12/02/2022 03:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 02:00:00 - 12/02/2022 03:00:00,BZN|GB(IFA2),BZN|FR,848.00
12/02/2022 03:00:00 - 12/02/2022 04:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 03:00:00 - 12/02/2022 04:00:00,BZN|GB(IFA2),BZN|FR,946.00
12/02/2022 04:00:00 - 12/02/2022 05:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 04:00:00 - 12/02/2022 05:00:00,BZN|GB(IFA2),BZN|FR,950.00
12/02/2022 05:00:00 - 12/02/2022 06:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 05:00:00 - 12/02/2022 06:00:00,BZN|GB(IFA2),BZN|FR,997.00
12/02/2022 06:00:00 - 12/02/2022 07:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 06:00:00 - 12/02/2022 07:00:00,BZN|GB(IFA2),BZN|FR,998.00
12/02/2022 07:00:00 - 12/02/2022 08:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 07:00:00 - 12/02/2022 08:00:00,BZN|GB(IFA2),BZN|FR,997.00
12/02/2022 08:00:00 - 12/02/2022 09:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 08:00:00 - 12/02/2022 09:00:00,BZN|GB(IFA2),BZN|FR,905.00
12/02/2022 09:00:00 - 12/02/2022 10:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 09:00:00 - 12/02/2022 10:00:00,BZN|GB(IFA2),BZN|FR,86.00
12/02/2022 10:00:00 - 12/02/2022 11:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 10:00:00 - 12/02/2022 11:00:00,BZN|GB(IFA2),BZN|FR,97.00
12/02/2022 11:00:00 - 12/02/2022 12:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 11:00:00 - 12/02/2022 12:00:00,BZN|GB(IFA2),BZN|FR,30.00
12/02/2022 12:00:00 - 12/02/2022 13:00:00,BZN|FR,BZN|GB(IFA2),29.00
12/02/2022 12:00:00 - 12/02/2022 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2022 13:00:00 - 12/02/2022 14:00:00,BZN|FR,BZN|GB(IFA2),144.00
12/02/2022 13:00:00 - 12/02/2022 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2022 14:00:00 - 12/02/2022 15:00:00,BZN|FR,BZN|GB(IFA2),233.00
12/02/2022 14:00:00 - 12/02/2022 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2022 15:00:00 - 12/02/2022 16:00:00,BZN|FR,BZN|GB(IFA2),417.00
12/02/2022 15:00:00 - 12/02/2022 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2022 16:00:00 - 12/02/2022 17:00:00,BZN|FR,BZN|GB(IFA2),380.00
12/02/2022 16:00:00 - 12/02/2022 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2022 17:00:00 - 12/02/2022 18:00:00,BZN|FR,BZN|GB(IFA2),843.00
12/02/2022 17:00:00 - 12/02/2022 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2022 18:00:00 - 12/02/2022 19:00:00,BZN|FR,BZN|GB(IFA2),449.00
12/02/2022 18:00:00 - 12/02/2022 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2022 19:00:00 - 12/02/2022 20:00:00,BZN|FR,BZN|GB(IFA2),126.00
12/02/2022 19:00:00 - 12/02/2022 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2022 20:00:00 - 12/02/2022 21:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 20:00:00 - 12/02/2022 21:00:00,BZN|GB(IFA2),BZN|FR,570.00
12/02/2022 21:00:00 - 12/02/2022 22:00:00,BZN|FR,BZN|GB(IFA2),81.00
12/02/2022 21:00:00 - 12/02/2022 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2022 22:00:00 - 12/02/2022 23:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 22:00:00 - 12/02/2022 23:00:00,BZN|GB(IFA2),BZN|FR,94.00
12/02/2022 23:00:00 - 13/02/2022 00:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2022 23:00:00 - 13/02/2022 00:00:00,BZN|GB(IFA2),BZN|FR,111.00
13/02/2022 00:00:00 - 13/02/2022 01:00:00,BZN|FR,BZN|GB(IFA2),0.00
13/02/2022 00:00:00 - 13/02/2022 01:00:00,BZN|GB(IFA2),BZN|FR,224.00
13/02/2022 01:00:00 - 13/02/2022 02:00:00,BZN|FR,BZN|GB(IFA2),0.00
13/02/2022 01:00:00 - 13/02/2022 02:00:00,BZN|GB(IFA2),BZN|FR,305.00
13/02/2022 02:00:00 - 13/02/2022 03:00:00,BZN|FR,BZN|GB(IFA2),0.00
13/02/2022 02:00:00 - 13/02/2022 03:00:00,BZN|GB(IFA2),BZN|FR,449.00
13/02/2022 03:00:00 - 13/02/2022 04:00:00,BZN|FR,BZN|GB(IFA2),0.00
13/02/2022 03:00:00 - 13/02/2022 04:00:00,BZN|GB(IFA2),BZN|FR,556.00
13/02/2022 04:00:00 - 13/02/2022 05:00:00,BZN|FR,BZN|GB(IFA2),0.00
13/02/2022 04:00:00 - 13/02/2022 05:00:00,BZN|GB(IFA2),BZN|FR,620.00
13/02/2022 05:00:00 - 13/02/2022 06:00:00,BZN|FR,BZN|GB(IFA2),0.00
13/02/2022 05:00:00 - 13/02/2022 06:00:00,BZN|GB(IFA2),BZN|FR,193.00
13/02/2022 06:00:00 - 13/02/2022 07:00:00,BZN|FR,BZN|GB(IFA2),0.00
13/02/2022 06:00:00 - 13/02/2022 07:00:00,BZN|GB(IFA2),BZN|FR,39.00
13/02/2022 07:00:00 - 13/02/2022 08:00:00,BZN|FR,BZN|GB(IFA2),464.00
13/02/2022 07:00:00 - 13/02/2022 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 08:00:00 - 13/02/2022 09:00:00,BZN|FR,BZN|GB(IFA2),1009.00
13/02/2022 08:00:00 - 13/02/2022 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 09:00:00 - 13/02/2022 10:00:00,BZN|FR,BZN|GB(IFA2),858.00
13/02/2022 09:00:00 - 13/02/2022 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 10:00:00 - 13/02/2022 11:00:00,BZN|FR,BZN|GB(IFA2),958.00
13/02/2022 10:00:00 - 13/02/2022 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 11:00:00 - 13/02/2022 12:00:00,BZN|FR,BZN|GB(IFA2),973.00
13/02/2022 11:00:00 - 13/02/2022 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 12:00:00 - 13/02/2022 13:00:00,BZN|FR,BZN|GB(IFA2),951.00
13/02/2022 12:00:00 - 13/02/2022 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 13:00:00 - 13/02/2022 14:00:00,BZN|FR,BZN|GB(IFA2),1024.00
13/02/2022 13:00:00 - 13/02/2022 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 14:00:00 - 13/02/2022 15:00:00,BZN|FR,BZN|GB(IFA2),1026.00
13/02/2022 14:00:00 - 13/02/2022 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 15:00:00 - 13/02/2022 16:00:00,BZN|FR,BZN|GB(IFA2),1026.00
13/02/2022 15:00:00 - 13/02/2022 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 16:00:00 - 13/02/2022 17:00:00,BZN|FR,BZN|GB(IFA2),1026.00
13/02/2022 16:00:00 - 13/02/2022 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 17:00:00 - 13/02/2022 18:00:00,BZN|FR,BZN|GB(IFA2),1025.00
13/02/2022 17:00:00 - 13/02/2022 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 18:00:00 - 13/02/2022 19:00:00,BZN|FR,BZN|GB(IFA2),1025.00
13/02/2022 18:00:00 - 13/02/2022 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 19:00:00 - 13/02/2022 20:00:00,BZN|FR,BZN|GB(IFA2),1025.00
13/02/2022 19:00:00 - 13/02/2022 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 20:00:00 - 13/02/2022 21:00:00,BZN|FR,BZN|GB(IFA2),1025.00
13/02/2022 20:00:00 - 13/02/2022 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 21:00:00 - 13/02/2022 22:00:00,BZN|FR,BZN|GB(IFA2),1025.00
13/02/2022 21:00:00 - 13/02/2022 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 22:00:00 - 13/02/2022 23:00:00,BZN|FR,BZN|GB(IFA2),1025.00
13/02/2022 22:00:00 - 13/02/2022 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2022 23:00:00 - 14/02/2022 00:00:00,BZN|FR,BZN|GB(IFA2),1010.00
13/02/2022 23:00:00 - 14/02/2022 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 00:00:00 - 14/02/2022 01:00:00,BZN|FR,BZN|GB(IFA2),984.00
14/02/2022 00:00:00 - 14/02/2022 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 01:00:00 - 14/02/2022 02:00:00,BZN|FR,BZN|GB(IFA2),902.00
14/02/2022 01:00:00 - 14/02/2022 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 02:00:00 - 14/02/2022 03:00:00,BZN|FR,BZN|GB(IFA2),904.00
14/02/2022 02:00:00 - 14/02/2022 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 03:00:00 - 14/02/2022 04:00:00,BZN|FR,BZN|GB(IFA2),825.00
14/02/2022 03:00:00 - 14/02/2022 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 04:00:00 - 14/02/2022 05:00:00,BZN|FR,BZN|GB(IFA2),730.00
14/02/2022 04:00:00 - 14/02/2022 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 05:00:00 - 14/02/2022 06:00:00,BZN|FR,BZN|GB(IFA2),430.00
14/02/2022 05:00:00 - 14/02/2022 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 06:00:00 - 14/02/2022 07:00:00,BZN|FR,BZN|GB(IFA2),437.00
14/02/2022 06:00:00 - 14/02/2022 07:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 07:00:00 - 14/02/2022 08:00:00,BZN|FR,BZN|GB(IFA2),565.00
14/02/2022 07:00:00 - 14/02/2022 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 08:00:00 - 14/02/2022 09:00:00,BZN|FR,BZN|GB(IFA2),416.00
14/02/2022 08:00:00 - 14/02/2022 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 09:00:00 - 14/02/2022 10:00:00,BZN|FR,BZN|GB(IFA2),311.00
14/02/2022 09:00:00 - 14/02/2022 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 10:00:00 - 14/02/2022 11:00:00,BZN|FR,BZN|GB(IFA2),332.00
14/02/2022 10:00:00 - 14/02/2022 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 11:00:00 - 14/02/2022 12:00:00,BZN|FR,BZN|GB(IFA2),573.00
14/02/2022 11:00:00 - 14/02/2022 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 12:00:00 - 14/02/2022 13:00:00,BZN|FR,BZN|GB(IFA2),941.00
14/02/2022 12:00:00 - 14/02/2022 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 13:00:00 - 14/02/2022 14:00:00,BZN|FR,BZN|GB(IFA2),993.00
14/02/2022 13:00:00 - 14/02/2022 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 14:00:00 - 14/02/2022 15:00:00,BZN|FR,BZN|GB(IFA2),674.00
14/02/2022 14:00:00 - 14/02/2022 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 15:00:00 - 14/02/2022 16:00:00,BZN|FR,BZN|GB(IFA2),521.00
14/02/2022 15:00:00 - 14/02/2022 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 16:00:00 - 14/02/2022 17:00:00,BZN|FR,BZN|GB(IFA2),283.00
14/02/2022 16:00:00 - 14/02/2022 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 17:00:00 - 14/02/2022 18:00:00,BZN|FR,BZN|GB(IFA2),801.00
14/02/2022 17:00:00 - 14/02/2022 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 18:00:00 - 14/02/2022 19:00:00,BZN|FR,BZN|GB(IFA2),919.00
14/02/2022 18:00:00 - 14/02/2022 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 19:00:00 - 14/02/2022 20:00:00,BZN|FR,BZN|GB(IFA2),922.00
14/02/2022 19:00:00 - 14/02/2022 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 20:00:00 - 14/02/2022 21:00:00,BZN|FR,BZN|GB(IFA2),796.00
14/02/2022 20:00:00 - 14/02/2022 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 21:00:00 - 14/02/2022 22:00:00,BZN|FR,BZN|GB(IFA2),640.00
14/02/2022 21:00:00 - 14/02/2022 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 22:00:00 - 14/02/2022 23:00:00,BZN|FR,BZN|GB(IFA2),747.00
14/02/2022 22:00:00 - 14/02/2022 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2022 23:00:00 - 15/02/2022 00:00:00,BZN|FR,BZN|GB(IFA2),935.00
14/02/2022 23:00:00 - 15/02/2022 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2022 00:00:00 - 15/02/2022 01:00:00,BZN|FR,BZN|GB(IFA2),968.00
15/02/2022 00:00:00 - 15/02/2022 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2022 01:00:00 - 15/02/2022 02:00:00,BZN|FR,BZN|GB(IFA2),650.00
15/02/2022 01:00:00 - 15/02/2022 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2022 02:00:00 - 15/02/2022 03:00:00,BZN|FR,BZN|GB(IFA2),440.00
15/02/2022 02:00:00 - 15/02/2022 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2022 03:00:00 - 15/02/2022 04:00:00,BZN|FR,BZN|GB(IFA2),0.00
15/02/2022 03:00:00 - 15/02/2022 04:00:00,BZN|GB(IFA2),BZN|FR,384.00
15/02/2022 04:00:00 - 15/02/2022 05:00:00,BZN|FR,BZN|GB(IFA2),0.00
15/02/2022 04:00:00 - 15/02/2022 05:00:00,BZN|GB(IFA2),BZN|FR,695.00
15/02/2022 05:00:00 - 15/02/2022 06:00:00,BZN|FR,BZN|GB(IFA2),0.00
15/02/2022 05:00:00 - 15/02/2022 06:00:00,BZN|GB(IFA2),BZN|FR,968.00
15/02/2022 06:00:00 - 15/02/2022 07:00:00,BZN|FR,BZN|GB(IFA2),0.00
15/02/2022 06:00:00 - 15/02/2022 07:00:00,BZN|GB(IFA2),BZN|FR,995.00
15/02/2022 07:00:00 - 15/02/2022 08:00:00,BZN|FR,BZN|GB(IFA2),0.00
15/02/2022 07:00:00 - 15/02/2022 08:00:00,BZN|GB(IFA2),BZN|FR,848.00
15/02/2022 08:00:00 - 15/02/2022 09:00:00,BZN|FR,BZN|GB(IFA2),0.00
15/02/2022 08:00:00 - 15/02/2022 09:00:00,BZN|GB(IFA2),BZN|FR,563.00
15/02/2022 09:00:00 - 15/02/2022 10:00:00,BZN|FR,BZN|GB(IFA2),0.00
15/02/2022 09:00:00 - 15/02/2022 10:00:00,BZN|GB(IFA2),BZN|FR,239.00
15/02/2022 10:00:00 - 15/02/2022 11:00:00,BZN|FR,BZN|GB(IFA2),234.00
15/02/2022 10:00:00 - 15/02/2022 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2022 11:00:00 - 15/02/2022 12:00:00,BZN|FR,BZN|GB(IFA2),0.00
15/02/2022 11:00:00 - 15/02/2022 12:00:00,BZN|GB(IFA2),BZN|FR,236.00
15/02/2022 12:00:00 - 15/02/2022 13:00:00,BZN|FR,BZN|GB(IFA2),145.00
15/02/2022 12:00:00 - 15/02/2022 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
