MTU,Out Area,In Area,Physical Flow (MW)
02/01/2023 03:00:00 - 02/01/2023 04:00:00,BZN|FR,BZN|GB(IFA2),1025.00
02/01/2023 03:00:00 - 02/01/2023 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 04:00:00 - 02/01/2023 05:00:00,BZN|FR,BZN|GB(IFA2),993.00
02/01/2023 04:00:00 - 02/01/2023 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 05:00:00 - 02/01/2023 06:00:00,BZN|FR,BZN|GB(IFA2),548.00
02/01/2023 05:00:00 - 02/01/2023 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 06:00:00 - 02/01/2023 07:00:00,BZN|FR,BZN|GB(IFA2),337.00
02/01/2023 06:00:00 - 02/01/2023 07:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 07:00:00 - 02/01/2023 08:00:00,BZN|FR,BZN|GB(IFA2),237.00
02/01/2023 07:00:00 - 02/01/2023 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 08:00:00 - 02/01/2023 09:00:00,BZN|FR,BZN|GB(IFA2),280.00
02/01/2023 08:00:00 - 02/01/2023 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 09:00:00 - 02/01/2023 10:00:00,BZN|FR,BZN|GB(IFA2),421.00
02/01/2023 09:00:00 - 02/01/2023 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 10:00:00 - 02/01/2023 11:00:00,BZN|FR,BZN|GB(IFA2),802.00
02/01/2023 10:00:00 - 02/01/2023 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 11:00:00 - 02/01/2023 12:00:00,BZN|FR,BZN|GB(IFA2),543.00
02/01/2023 11:00:00 - 02/01/2023 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 12:00:00 - 02/01/2023 13:00:00,BZN|FR,BZN|GB(IFA2),783.00
02/01/2023 12:00:00 - 02/01/2023 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 13:00:00 - 02/01/2023 14:00:00,BZN|FR,BZN|GB(IFA2),514.00
02/01/2023 13:00:00 - 02/01/2023 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 14:00:00 - 02/01/2023 15:00:00,BZN|FR,BZN|GB(IFA2),834.00
02/01/2023 14:00:00 - 02/01/2023 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 15:00:00 - 02/01/2023 16:00:00,BZN|FR,BZN|GB(IFA2),606.00
02/01/2023 15:00:00 - 02/01/2023 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 16:00:00 - 02/01/2023 17:00:00,BZN|FR,BZN|GB(IFA2),1012.00
02/01/2023 16:00:00 - 02/01/2023 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 17:00:00 - 02/01/2023 18:00:00,BZN|FR,BZN|GB(IFA2),1024.00
02/01/2023 17:00:00 - 02/01/2023 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 18:00:00 - 02/01/2023 19:00:00,BZN|FR,BZN|GB(IFA2),1024.00
02/01/2023 18:00:00 - 02/01/2023 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 19:00:00 - 02/01/2023 20:00:00,BZN|FR,BZN|GB(IFA2),1025.00
02/01/2023 19:00:00 - 02/01/2023 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 20:00:00 - 02/01/2023 21:00:00,BZN|FR,BZN|GB(IFA2),1025.00
02/01/2023 20:00:00 - 02/01/2023 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 21:00:00 - 02/01/2023 22:00:00,BZN|FR,BZN|GB(IFA2),1025.00
02/01/2023 21:00:00 - 02/01/2023 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 22:00:00 - 02/01/2023 23:00:00,BZN|FR,BZN|GB(IFA2),1021.00
02/01/2023 22:00:00 - 02/01/2023 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
02/01/2023 23:00:00 - 03/01/2023 00:00:00,BZN|FR,BZN|GB(IFA2),830.00
02/01/2023 23:00:00 - 03/01/2023 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 00:00:00 - 03/01/2023 01:00:00,BZN|FR,BZN|GB(IFA2),791.00
03/01/2023 00:00:00 - 03/01/2023 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 01:00:00 - 03/01/2023 02:00:00,BZN|FR,BZN|GB(IFA2),679.00
03/01/2023 01:00:00 - 03/01/2023 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 02:00:00 - 03/01/2023 03:00:00,BZN|FR,BZN|GB(IFA2),618.00
03/01/2023 02:00:00 - 03/01/2023 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 03:00:00 - 03/01/2023 04:00:00,BZN|FR,BZN|GB(IFA2),496.00
03/01/2023 03:00:00 - 03/01/2023 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 04:00:00 - 03/01/2023 05:00:00,BZN|FR,BZN|GB(IFA2),79.00
03/01/2023 04:00:00 - 03/01/2023 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 05:00:00 - 03/01/2023 06:00:00,BZN|FR,BZN|GB(IFA2),0.00
03/01/2023 05:00:00 - 03/01/2023 06:00:00,BZN|GB(IFA2),BZN|FR,402.00
03/01/2023 06:00:00 - 03/01/2023 07:00:00,BZN|FR,BZN|GB(IFA2),0.00
03/01/2023 06:00:00 - 03/01/2023 07:00:00,BZN|GB(IFA2),BZN|FR,133.00
03/01/2023 07:00:00 - 03/01/2023 08:00:00,BZN|FR,BZN|GB(IFA2),0.00
03/01/2023 07:00:00 - 03/01/2023 08:00:00,BZN|GB(IFA2),BZN|FR,199.00
03/01/2023 08:00:00 - 03/01/2023 09:00:00,BZN|FR,BZN|GB(IFA2),168.00
03/01/2023 08:00:00 - 03/01/2023 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 09:00:00 - 03/01/2023 10:00:00,BZN|FR,BZN|GB(IFA2),371.00
03/01/2023 09:00:00 - 03/01/2023 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 10:00:00 - 03/01/2023 11:00:00,BZN|FR,BZN|GB(IFA2),644.00
03/01/2023 10:00:00 - 03/01/2023 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 11:00:00 - 03/01/2023 12:00:00,BZN|FR,BZN|GB(IFA2),554.00
03/01/2023 11:00:00 - 03/01/2023 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 12:00:00 - 03/01/2023 13:00:00,BZN|FR,BZN|GB(IFA2),791.00
03/01/2023 12:00:00 - 03/01/2023 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 13:00:00 - 03/01/2023 14:00:00,BZN|FR,BZN|GB(IFA2),783.00
03/01/2023 13:00:00 - 03/01/2023 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 14:00:00 - 03/01/2023 15:00:00,BZN|FR,BZN|GB(IFA2),650.00
03/01/2023 14:00:00 - 03/01/2023 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 15:00:00 - 03/01/2023 16:00:00,BZN|FR,BZN|GB(IFA2),431.00
03/01/2023 15:00:00 - 03/01/2023 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 16:00:00 - 03/01/2023 17:00:00,BZN|FR,BZN|GB(IFA2),835.00
03/01/2023 16:00:00 - 03/01/2023 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 17:00:00 - 03/01/2023 18:00:00,BZN|FR,BZN|GB(IFA2),786.00
03/01/2023 17:00:00 - 03/01/2023 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 18:00:00 - 03/01/2023 19:00:00,BZN|FR,BZN|GB(IFA2),375.00
03/01/2023 18:00:00 - 03/01/2023 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 19:00:00 - 03/01/2023 20:00:00,BZN|FR,BZN|GB(IFA2),1008.00
03/01/2023 19:00:00 - 03/01/2023 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 20:00:00 - 03/01/2023 21:00:00,BZN|FR,BZN|GB(IFA2),1015.00
03/01/2023 20:00:00 - 03/01/2023 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 21:00:00 - 03/01/2023 22:00:00,BZN|FR,BZN|GB(IFA2),475.00
03/01/2023 21:00:00 - 03/01/2023 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
03/01/2023 22:00:00 - 03/01/2023 23:00:00,BZN|FR,BZN|GB(IFA2),0.00
03/01/2023 22:00:00 - 03/01/2023 23:00:00,BZN|GB(IFA2),BZN|FR,390.00
03/01/2023 23:00:00 - 04/01/2023 00:00:00,BZN|FR,BZN|GB(IFA2),0.00
03/01/2023 23:00:00 - 04/01/2023 00:00:00,BZN|GB(IFA2),BZN|FR,4.00
04/01/2023 00:00:00 - 04/01/2023 01:00:00,BZN|FR,BZN|GB(IFA2),0.00
04/01/2023 00:00:00 - 04/01/2023 01:00:00,BZN|GB(IFA2),BZN|FR,163.00
04/01/2023 01:00:00 - 04/01/2023 02:00:00,BZN|FR,BZN|GB(IFA2),0.00
04/01/2023 01:00:00 - 04/01/2023 02:00:00,BZN|GB(IFA2),BZN|FR,532.00
04/01/2023 02:00:00 - 04/01/2023 03:00:00,BZN|FR,BZN|GB(IFA2),0.00
04/01/2023 02:00:00 - 04/01/2023 03:00:00,BZN|GB(IFA2),BZN|FR,428.00
04/01/2023 03:00:00 - 04/01/2023 04:00:00,BZN|FR,BZN|GB(IFA2),0.00
04/01/2023 03:00:00 - 04/01/2023 04:00:00,BZN|GB(IFA2),BZN|FR,591.00
04/01/2023 04:00:00 - 04/01/2023 05:00:00,BZN|FR,BZN|GB(IFA2),0.00
04/01/2023 04:00:00 - 04/01/2023 05:00:00,BZN|GB(IFA2),BZN|FR,985.00
04/01/2023 05:00:00 - 04/01/2023 06:00:00,BZN|FR,BZN|GB(IFA2),0.00
04/01/2023 05:00:00 - 04/01/2023 06:00:00,BZN|GB(IFA2),BZN|FR,980.00
04/01/2023 06:00:00 - 04/01/2023 07:00:00,BZN|FR,BZN|GB(IFA2),0.00
04/01/2023 06:00:00 - 04/01/2023 07:00:00,BZN|GB(IFA2),BZN|FR,307.00
04/01/2023 07:00:00 - 04/01/2023 08:00:00,BZN|FR,BZN|GB(IFA2),380.00
04/01/2023 07:00:00 - 04/01/2023 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 08:00:00 - 04/01/2023 09:00:00,BZN|FR,BZN|GB(IFA2),929.00
04/01/2023 08:00:00 - 04/01/2023 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 09:00:00 - 04/01/2023 10:00:00,BZN|FR,BZN|GB(IFA2),1023.00
04/01/2023 09:00:00 - 04/01/2023 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 10:00:00 - 04/01/2023 11:00:00,BZN|FR,BZN|GB(IFA2),1024.00
04/01/2023 10:00:00 - 04/01/2023 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 11:00:00 - 04/01/2023 12:00:00,BZN|FR,BZN|GB(IFA2),992.00
04/01/2023 11:00:00 - 04/01/2023 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 12:00:00 - 04/01/2023 13:00:00,BZN|FR,BZN|GB(IFA2),1024.00
04/01/2023 12:00:00 - 04/01/2023 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 13:00:00 - 04/01/2023 14:00:00,BZN|FR,BZN|GB(IFA2),1024.00
04/01/2023 13:00:00 - 04/01/2023 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 14:00:00 - 04/01/2023 15:00:00,BZN|FR,BZN|GB(IFA2),1025.00
04/01/2023 14:00:00 - 04/01/2023 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 15:00:00 - 04/01/2023 16:00:00,BZN|FR,BZN|GB(IFA2),1025.00
04/01/2023 15:00:00 - 04/01/2023 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 16:00:00 - 04/01/2023 17:00:00,BZN|FR,BZN|GB(IFA2),1002.00
04/01/2023 16:00:00 - 04/01/2023 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 17:00:00 - 04/01/2023 18:00:00,BZN|FR,BZN|GB(IFA2),843.00
04/01/2023 17:00:00 - 04/01/2023 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 18:00:00 - 04/01/2023 19:00:00,BZN|FR,BZN|GB(IFA2),1020.00
04/01/2023 18:00:00 - 04/01/2023 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 19:00:00 - 04/01/2023 20:00:00,BZN|FR,BZN|GB(IFA2),1025.00
04/01/2023 19:00:00 - 04/01/2023 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 20:00:00 - 04/01/2023 21:00:00,BZN|FR,BZN|GB(IFA2),1025.00
04/01/2023 20:00:00 - 04/01/2023 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 21:00:00 - 04/01/2023 22:00:00,BZN|FR,BZN|GB(IFA2),1025.00
04/01/2023 21:00:00 - 04/01/2023 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 22:00:00 - 04/01/2023 23:00:00,BZN|FR,BZN|GB(IFA2),994.00
04/01/2023 22:00:00 - 04/01/2023 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
04/01/2023 23:00:00 - 05/01/2023 00:00:00,BZN|FR,BZN|GB(IFA2),0.00
04/01/2023 23:00:00 - 05/01/2023 00:00:00,BZN|GB(IFA2),BZN|FR,118.00
05/01/2023 00:00:00 - 05/01/2023 01:00:00,BZN|FR,BZN|GB(IFA2),0.00
05/01/2023 00:00:00 - 05/01/2023 01:00:00,BZN|GB(IFA2),BZN|FR,91.00
05/01/2023 01:00:00 - 05/01/2023 02:00:00,BZN|FR,BZN|GB(IFA2),0.00
05/01/2023 01:00:00 - 05/01/2023 02:00:00,BZN|GB(IFA2),BZN|FR,82.00
05/01/2023 02:00:00 - 05/01/2023 03:00:00,BZN|FR,BZN|GB(IFA2),230.00
05/01/2023 02:00:00 - 05/01/2023 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
05/01/2023 03:00:00 - 05/01/2023 04:00:00,BZN|FR,BZN|GB(IFA2),67.00
05/01/2023 03:00:00 - 05/01/2023 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
05/01/2023 04:00:00 - 05/01/2023 05:00:00,BZN|FR,BZN|GB(IFA2),0.00
05/01/2023 04:00:00 - 05/01/2023 05:00:00,BZN|GB(IFA2),BZN|FR,63.00
05/01/2023 05:00:00 - 05/01/2023 06:00:00,BZN|FR,BZN|GB(IFA2),0.00
05/01/2023 05:00:00 - 05/01/2023 06:00:00,BZN|GB(IFA2),BZN|FR,10.00
05/01/2023 06:00:00 - 05/01/2023 07:00:00,BZN|FR,BZN|GB(IFA2),783.00
05/01/2023 06:00:00 - 05/01/2023 07:00:00,BZN|GB(IFA2),BZN|FR,0.00
05/01/2023 07:00:00 - 05/01/2023 08:00:00,BZN|FR,BZN|GB(IFA2),822.00
05/01/2023 07:00:00 - 05/01/2023 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
05/01/2023 08:00:00 - 05/01/2023 09:00:00,BZN|FR,BZN|GB(IFA2),1018.00
05/01/2023 08:00:00 - 05/01/2023 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
05/01/2023 09:00:00 - 05/01/2023 10:00:00,BZN|FR,BZN|GB(IFA2),955.00
05/01/2023 09:00:00 - 05/01/2023 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
05/01/2023 10:00:00 - 05/01/2023 11:00:00,BZN|FR,BZN|GB(IFA2),972.00
05/01/2023 10:00:00 - 05/01/2023 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
05/01/2023 11:00:00 - 05/01/2023 12:00:00,BZN|FR,BZN|GB(IFA2),107.00
05/01/2023 11:00:00 - 05/01/2023 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
05/01/2023 12:00:00 - 05/01/2023 13:00:00,BZN|FR,BZN|GB(IFA2),32.00
05/01/2023 12:00:00 - 05/01/2023 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
05/01/2023 13:00:00 - 05/01/2023 14:00:00,BZN|FR,BZN|GB(IFA2),0.00
05/01/2023 13:00:00 - 05/01/2023 14:00:00,BZN|GB(IFA2),BZN|FR,429.00
05/01/2023 14:00:00 - 05/01/2023 15:00:00,BZN|FR,BZN|GB(IFA2),0.00
05/01/2023 14:00:00 - 05/01/2023 15:00:00,BZN|GB(IFA2),BZN|FR,473.00
05/01/2023 15:00:00 - 05/01/2023 16:00:00,BZN|FR,BZN|GB(IFA2),0.00
05/01/2023 15:00:00 - 05/01/2023 16:00:00,BZN|GB(IFA2),BZN|FR,439.00
05/01/2023 16:00:00 - 05/01/2023 17:00:00,BZN|FR,BZN|GB(IFA2),0.00
05/01/2023 16:00:00 - 05/01/2023 17:00:00,BZN|GB(IFA2),BZN|FR,299.00
05/01/2023 17:00:00 - 05/01/2023 18:00:00,BZN|FR,BZN|GB(IFA2),0.00
05/01/2023 17:00:00 - 05/01/2023 18:00:00,BZN|GB(IFA2),BZN|FR,264.00
05/01/2023 18:00:00 - 05/01/2023 19:00:00,BZN|FR,BZN|GB(IFA2),0.00
05/01/2023 18:00:00 - 05/01/2023 19:00:00,BZN|GB(IFA2),BZN|FR,477.00
05/01/2023 19:00:00 - 05/01/2023 20:00:00,BZN|FR,BZN|GB(IFA2),118.00
05/01/2023 19:00:00 - 05/01/2023 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
05/01/2023 20:00:00 - 05/01/2023 21:00:00,BZN|FR,BZN|GB(IFA2),488.00
05/01/2023 20:00:00 - 05/01/2023 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
05/01/2023 21:00:00 - 05/01/2023 22:00:00,BZN|FR,BZN|GB(IFA2),409.00
05/01/2023 21:00:00 - 05/01/2023 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
05/01/2023 22:00:00 - 05/01/2023 23:00:00,BZN|FR,BZN|GB(IFA2),0.00
05/01/2023 22:00:00 - 05/01/2023 23:00:00,BZN|GB(IFA2),BZN|FR,188.00
05/01/2023 23:00:00 - 06/01/2023 00:00:00,BZN|FR,BZN|GB(IFA2),49.00
05/01/2023 23:00:00 - 06/01/2023 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
06/01/2023 00:00:00 - 06/01/2023 01:00:00,BZN|FR,BZN|GB(IFA2),0.00
06/01/2023 00:00:00 - 06/01/2023 01:00:00,BZN|GB(IFA2),BZN|FR,500.00
06/01/2023 01:00:00 - 06/01/2023 02:00:00,BZN|FR,BZN|GB(IFA2),120.00
06/01/2023 01:00:00 - 06/01/2023 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
06/01/2023 02:00:00 - 06/01/2023 03:00:00,BZN|FR,BZN|GB(IFA2),0.00
06/01/2023 02:00:00 - 06/01/2023 03:00:00,BZN|GB(IFA2),BZN|FR,39.00
06/01/2023 03:00:00 - 06/01/2023 04:00:00,BZN|FR,BZN|GB(IFA2),0.00
06/01/2023 03:00:00 - 06/01/2023 04:00:00,BZN|GB(IFA2),BZN|FR,191.00
06/01/2023 04:00:00 - 06/01/2023 05:00:00,BZN|FR,BZN|GB(IFA2),0.00
06/01/2023 04:00:00 - 06/01/2023 05:00:00,BZN|GB(IFA2),BZN|FR,113.00
06/01/2023 05:00:00 - 06/01/2023 06:00:00,BZN|FR,BZN|GB(IFA2),259.00
06/01/2023 05:00:00 - 06/01/2023 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
06/01/2023 06:00:00 - 06/01/2023 07:00:00,BZN|FR,BZN|GB(IFA2),328.00
06/01/2023 06:00:00 - 06/01/2023 07:00:00,BZN|GB(IFA2),BZN|FR,0.00
06/01/2023 07:00:00 - 06/01/2023 08:00:00,BZN|FR,BZN|GB(IFA2),302.00
06/01/2023 07:00:00 - 06/01/2023 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
06/01/2023 08:00:00 - 06/01/2023 09:00:00,BZN|FR,BZN|GB(IFA2),724.00
06/01/2023 08:00:00 - 06/01/2023 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
06/01/2023 09:00:00 - 06/01/2023 10:00:00,BZN|FR,BZN|GB(IFA2),1010.00
06/01/2023 09:00:00 - 06/01/2023 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
06/01/2023 10:00:00 - 06/01/2023 11:00:00,BZN|FR,BZN|GB(IFA2),903.00
06/01/2023 10:00:00 - 06/01/2023 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
06/01/2023 11:00:00 - 06/01/2023 12:00:00,BZN|FR,BZN|GB(IFA2),541.00
06/01/2023 11:00:00 - 06/01/2023 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
06/01/2023 12:00:00 - 06/01/2023 13:00:00,BZN|FR,BZN|GB(IFA2),1011.00
06/01/2023 12:00:00 - 06/01/2023 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
06/01/2023 13:00:00 - 06/01/2023 14:00:00,BZN|FR,BZN|GB(IFA2),917.00
06/01/2023 13:00:00 - 06/01/2023 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
06/01/2023 14:00:00 - 06/01/2023 15:00:00,BZN|FR,BZN|GB(IFA2),1017.00
06/01/2023 14:00:00 - 06/01/2023 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
06/01/2023 15:00:00 - 06/01/2023 16:00:00,BZN|FR,BZN|GB(IFA2),758.00
06/01/2023 15:00:00 - 06/01/2023 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
