MTU,Out Area,In Area,Physical Flow (MW)
23/01/2023 19:00:00 - 23/01/2023 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/01/2023 20:00:00 - 23/01/2023 21:00:00,BZN|FR,BZN|GB(IFA2),664.00
23/01/2023 20:00:00 - 23/01/2023 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/01/2023 21:00:00 - 23/01/2023 22:00:00,BZN|FR,BZN|GB(IFA2),170.00
23/01/2023 21:00:00 - 23/01/2023 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/01/2023 22:00:00 - 23/01/2023 23:00:00,BZN|FR,BZN|GB(IFA2),0.00
23/01/2023 22:00:00 - 23/01/2023 23:00:00,BZN|GB(IFA2),BZN|FR,394.00
23/01/2023 23:00:00 - 24/01/2023 00:00:00,BZN|FR,BZN|GB(IFA2),141.00
23/01/2023 23:00:00 - 24/01/2023 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 00:00:00 - 24/01/2023 01:00:00,BZN|FR,BZN|GB(IFA2),329.00
24/01/2023 00:00:00 - 24/01/2023 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 01:00:00 - 24/01/2023 02:00:00,BZN|FR,BZN|GB(IFA2),189.00
24/01/2023 01:00:00 - 24/01/2023 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 02:00:00 - 24/01/2023 03:00:00,BZN|FR,BZN|GB(IFA2),322.00
24/01/2023 02:00:00 - 24/01/2023 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 03:00:00 - 24/01/2023 04:00:00,BZN|FR,BZN|GB(IFA2),114.00
24/01/2023 03:00:00 - 24/01/2023 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 04:00:00 - 24/01/2023 05:00:00,BZN|FR,BZN|GB(IFA2),0.00
24/01/2023 04:00:00 - 24/01/2023 05:00:00,BZN|GB(IFA2),BZN|FR,81.00
24/01/2023 05:00:00 - 24/01/2023 06:00:00,BZN|FR,BZN|GB(IFA2),0.00
24/01/2023 05:00:00 - 24/01/2023 06:00:00,BZN|GB(IFA2),BZN|FR,631.00
24/01/2023 06:00:00 - 24/01/2023 07:00:00,BZN|FR,BZN|GB(IFA2),0.00
24/01/2023 06:00:00 - 24/01/2023 07:00:00,BZN|GB(IFA2),BZN|FR,528.00
24/01/2023 07:00:00 - 24/01/2023 08:00:00,BZN|FR,BZN|GB(IFA2),0.00
24/01/2023 07:00:00 - 24/01/2023 08:00:00,BZN|GB(IFA2),BZN|FR,219.00
24/01/2023 08:00:00 - 24/01/2023 09:00:00,BZN|FR,BZN|GB(IFA2),290.00
24/01/2023 08:00:00 - 24/01/2023 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 09:00:00 - 24/01/2023 10:00:00,BZN|FR,BZN|GB(IFA2),442.00
24/01/2023 09:00:00 - 24/01/2023 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 10:00:00 - 24/01/2023 11:00:00,BZN|FR,BZN|GB(IFA2),540.00
24/01/2023 10:00:00 - 24/01/2023 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 11:00:00 - 24/01/2023 12:00:00,BZN|FR,BZN|GB(IFA2),834.00
24/01/2023 11:00:00 - 24/01/2023 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 12:00:00 - 24/01/2023 13:00:00,BZN|FR,BZN|GB(IFA2),545.00
24/01/2023 12:00:00 - 24/01/2023 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 13:00:00 - 24/01/2023 14:00:00,BZN|FR,BZN|GB(IFA2),454.00
24/01/2023 13:00:00 - 24/01/2023 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 14:00:00 - 24/01/2023 15:00:00,BZN|FR,BZN|GB(IFA2),58.00
24/01/2023 14:00:00 - 24/01/2023 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 15:00:00 - 24/01/2023 16:00:00,BZN|FR,BZN|GB(IFA2),103.00
24/01/2023 15:00:00 - 24/01/2023 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 16:00:00 - 24/01/2023 17:00:00,BZN|FR,BZN|GB(IFA2),27.00
24/01/2023 16:00:00 - 24/01/2023 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 17:00:00 - 24/01/2023 18:00:00,BZN|FR,BZN|GB(IFA2),272.00
24/01/2023 17:00:00 - 24/01/2023 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 18:00:00 - 24/01/2023 19:00:00,BZN|FR,BZN|GB(IFA2),215.00
24/01/2023 18:00:00 - 24/01/2023 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 19:00:00 - 24/01/2023 20:00:00,BZN|FR,BZN|GB(IFA2),498.00
24/01/2023 19:00:00 - 24/01/2023 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
24/01/2023 20:00:00 - 24/01/2023 21:00:00,BZN|FR,BZN|GB(IFA2),0.00
24/01/2023 20:00:00 - 24/01/2023 21:00:00,BZN|GB(IFA2),BZN|FR,23.00
24/01/2023 21:00:00 - 24/01/2023 22:00:00,BZN|FR,BZN|GB(IFA2),0.00
24/01/2023 21:00:00 - 24/01/2023 22:00:00,BZN|GB(IFA2),BZN|FR,517.00
24/01/2023 22:00:00 - 24/01/2023 23:00:00,BZN|FR,BZN|GB(IFA2),0.00
24/01/2023 22:00:00 - 24/01/2023 23:00:00,BZN|GB(IFA2),BZN|FR,876.00
24/01/2023 23:00:00 - 25/01/2023 00:00:00,BZN|FR,BZN|GB(IFA2),0.00
24/01/2023 23:00:00 - 25/01/2023 00:00:00,BZN|GB(IFA2),BZN|FR,562.00
25/01/2023 00:00:00 - 25/01/2023 01:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 00:00:00 - 25/01/2023 01:00:00,BZN|GB(IFA2),BZN|FR,575.00
25/01/2023 01:00:00 - 25/01/2023 02:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 01:00:00 - 25/01/2023 02:00:00,BZN|GB(IFA2),BZN|FR,614.00
25/01/2023 02:00:00 - 25/01/2023 03:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 02:00:00 - 25/01/2023 03:00:00,BZN|GB(IFA2),BZN|FR,519.00
25/01/2023 03:00:00 - 25/01/2023 04:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 03:00:00 - 25/01/2023 04:00:00,BZN|GB(IFA2),BZN|FR,717.00
25/01/2023 04:00:00 - 25/01/2023 05:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 04:00:00 - 25/01/2023 05:00:00,BZN|GB(IFA2),BZN|FR,991.00
25/01/2023 05:00:00 - 25/01/2023 06:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 05:00:00 - 25/01/2023 06:00:00,BZN|GB(IFA2),BZN|FR,997.00
25/01/2023 06:00:00 - 25/01/2023 07:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 06:00:00 - 25/01/2023 07:00:00,BZN|GB(IFA2),BZN|FR,998.00
25/01/2023 07:00:00 - 25/01/2023 08:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 07:00:00 - 25/01/2023 08:00:00,BZN|GB(IFA2),BZN|FR,998.00
25/01/2023 08:00:00 - 25/01/2023 09:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 08:00:00 - 25/01/2023 09:00:00,BZN|GB(IFA2),BZN|FR,976.00
25/01/2023 09:00:00 - 25/01/2023 10:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 09:00:00 - 25/01/2023 10:00:00,BZN|GB(IFA2),BZN|FR,831.00
25/01/2023 10:00:00 - 25/01/2023 11:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 10:00:00 - 25/01/2023 11:00:00,BZN|GB(IFA2),BZN|FR,858.00
25/01/2023 11:00:00 - 25/01/2023 12:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 11:00:00 - 25/01/2023 12:00:00,BZN|GB(IFA2),BZN|FR,993.00
25/01/2023 12:00:00 - 25/01/2023 13:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 12:00:00 - 25/01/2023 13:00:00,BZN|GB(IFA2),BZN|FR,948.00
25/01/2023 13:00:00 - 25/01/2023 14:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 13:00:00 - 25/01/2023 14:00:00,BZN|GB(IFA2),BZN|FR,995.00
25/01/2023 14:00:00 - 25/01/2023 15:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 14:00:00 - 25/01/2023 15:00:00,BZN|GB(IFA2),BZN|FR,996.00
25/01/2023 15:00:00 - 25/01/2023 16:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 15:00:00 - 25/01/2023 16:00:00,BZN|GB(IFA2),BZN|FR,892.00
25/01/2023 16:00:00 - 25/01/2023 17:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 16:00:00 - 25/01/2023 17:00:00,BZN|GB(IFA2),BZN|FR,736.00
25/01/2023 17:00:00 - 25/01/2023 18:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 17:00:00 - 25/01/2023 18:00:00,BZN|GB(IFA2),BZN|FR,843.00
25/01/2023 18:00:00 - 25/01/2023 19:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 18:00:00 - 25/01/2023 19:00:00,BZN|GB(IFA2),BZN|FR,675.00
25/01/2023 19:00:00 - 25/01/2023 20:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 19:00:00 - 25/01/2023 20:00:00,BZN|GB(IFA2),BZN|FR,938.00
25/01/2023 20:00:00 - 25/01/2023 21:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 20:00:00 - 25/01/2023 21:00:00,BZN|GB(IFA2),BZN|FR,704.00
25/01/2023 21:00:00 - 25/01/2023 22:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 21:00:00 - 25/01/2023 22:00:00,BZN|GB(IFA2),BZN|FR,708.00
25/01/2023 22:00:00 - 25/01/2023 23:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 22:00:00 - 25/01/2023 23:00:00,BZN|GB(IFA2),BZN|FR,752.00
25/01/2023 23:00:00 - 26/01/2023 00:00:00,BZN|FR,BZN|GB(IFA2),0.00
25/01/2023 23:00:00 - 26/01/2023 00:00:00,BZN|GB(IFA2),BZN|FR,351.00
26/01/2023 00:00:00 - 26/01/2023 01:00:00,BZN|FR,BZN|GB(IFA2),0.00
26/01/2023 00:00:00 - 26/01/2023 01:00:00,BZN|GB(IFA2),BZN|FR,246.00
26/01/2023 01:00:00 - 26/01/2023 02:00:00,BZN|FR,BZN|GB(IFA2),0.00
26/01/2023 01:00:00 - 26/01/2023 02:00:00,BZN|GB(IFA2),BZN|FR,174.00
26/01/2023 02:00:00 - 26/01/2023 03:00:00,BZN|FR,BZN|GB(IFA2),0.00
26/01/2023 02:00:00 - 26/01/2023 03:00:00,BZN|GB(IFA2),BZN|FR,70.00
26/01/2023 03:00:00 - 26/01/2023 04:00:00,BZN|FR,BZN|GB(IFA2),0.00
26/01/2023 03:00:00 - 26/01/2023 04:00:00,BZN|GB(IFA2),BZN|FR,74.00
26/01/2023 04:00:00 - 26/01/2023 05:00:00,BZN|FR,BZN|GB(IFA2),0.00
26/01/2023 04:00:00 - 26/01/2023 05:00:00,BZN|GB(IFA2),BZN|FR,204.00
26/01/2023 05:00:00 - 26/01/2023 06:00:00,BZN|FR,BZN|GB(IFA2),0.00
26/01/2023 05:00:00 - 26/01/2023 06:00:00,BZN|GB(IFA2),BZN|FR,809.00
26/01/2023 06:00:00 - 26/01/2023 07:00:00,BZN|FR,BZN|GB(IFA2),0.00
26/01/2023 06:00:00 - 26/01/2023 07:00:00,BZN|GB(IFA2),BZN|FR,873.00
26/01/2023 07:00:00 - 26/01/2023 08:00:00,BZN|FR,BZN|GB(IFA2),0.00
26/01/2023 07:00:00 - 26/01/2023 08:00:00,BZN|GB(IFA2),BZN|FR,900.00
26/01/2023 08:00:00 - 26/01/2023 09:00:00,BZN|FR,BZN|GB(IFA2),87.00
26/01/2023 08:00:00 - 26/01/2023 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
26/01/2023 09:00:00 - 26/01/2023 10:00:00,BZN|FR,BZN|GB(IFA2),430.00
26/01/2023 09:00:00 - 26/01/2023 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
26/01/2023 10:00:00 - 26/01/2023 11:00:00,BZN|FR,BZN|GB(IFA2),115.00
26/01/2023 10:00:00 - 26/01/2023 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
26/01/2023 11:00:00 - 26/01/2023 12:00:00,BZN|FR,BZN|GB(IFA2),7.00
26/01/2023 11:00:00 - 26/01/2023 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
26/01/2023 12:00:00 - 26/01/2023 13:00:00,BZN|FR,BZN|GB(IFA2),0.00
26/01/2023 12:00:00 - 26/01/2023 13:00:00,BZN|GB(IFA2),BZN|FR,141.00
26/01/2023 13:00:00 - 26/01/2023 14:00:00,BZN|FR,BZN|GB(IFA2),0.00
26/01/2023 13:00:00 - 26/01/2023 14:00:00,BZN|GB(IFA2),BZN|FR,141.00
26/01/2023 14:00:00 - 26/01/2023 15:00:00,BZN|FR,BZN|GB(IFA2),0.00
26/01/2023 14:00:00 - 26/01/2023 15:00:00,BZN|GB(IFA2),BZN|FR,16.00
26/01/2023 15:00:00 - 26/01/2023 16:00:00,BZN|FR,BZN|GB(IFA2),134.00
26/01/2023 15:00:00 - 26/01/2023 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
26/01/2023 16:00:00 - 26/01/2023 17:00:00,BZN|FR,BZN|GB(IFA2),626.00
26/01/2023 16:00:00 - 26/01/2023 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
26/01/2023 17:00:00 - 26/01/2023 18:00:00,BZN|FR,BZN|GB(IFA2),680.00
26/01/2023 17:00:00 - 26/01/2023 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
26/01/2023 18:00:00 - 26/01/2023 19:00:00,BZN|FR,BZN|GB(IFA2),916.00
26/01/2023 18:00:00 - 26/01/2023 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
26/01/2023 19:00:00 - 26/01/2023 20:00:00,BZN|FR,BZN|GB(IFA2),1021.00
26/01/2023 19:00:00 - 26/01/2023 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
26/01/2023 20:00:00 - 26/01/2023 21:00:00,BZN|FR,BZN|GB(IFA2),1017.00
26/01/2023 20:00:00 - 26/01/2023 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
26/01/2023 21:00:00 - 26/01/2023 22:00:00,BZN|FR,BZN|GB(IFA2),642.00
26/01/2023 21:00:00 - 26/01/2023 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
26/01/2023 22:00:00 - 26/01/2023 23:00:00,BZN|FR,BZN|GB(IFA2),250.00
26/01/2023 22:00:00 - 26/01/2023 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
26/01/2023 23:00:00 - 27/01/2023 00:00:00,BZN|FR,BZN|GB(IFA2),475.00
26/01/2023 23:00:00 - 27/01/2023 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 00:00:00 - 27/01/2023 01:00:00,BZN|FR,BZN|GB(IFA2),202.00
27/01/2023 00:00:00 - 27/01/2023 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 01:00:00 - 27/01/2023 02:00:00,BZN|FR,BZN|GB(IFA2),678.00
27/01/2023 01:00:00 - 27/01/2023 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 02:00:00 - 27/01/2023 03:00:00,BZN|FR,BZN|GB(IFA2),766.00
27/01/2023 02:00:00 - 27/01/2023 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 03:00:00 - 27/01/2023 04:00:00,BZN|FR,BZN|GB(IFA2),659.00
27/01/2023 03:00:00 - 27/01/2023 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 04:00:00 - 27/01/2023 05:00:00,BZN|FR,BZN|GB(IFA2),409.00
27/01/2023 04:00:00 - 27/01/2023 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 05:00:00 - 27/01/2023 06:00:00,BZN|FR,BZN|GB(IFA2),0.00
27/01/2023 05:00:00 - 27/01/2023 06:00:00,BZN|GB(IFA2),BZN|FR,40.00
27/01/2023 06:00:00 - 27/01/2023 07:00:00,BZN|FR,BZN|GB(IFA2),0.00
27/01/2023 06:00:00 - 27/01/2023 07:00:00,BZN|GB(IFA2),BZN|FR,526.00
27/01/2023 07:00:00 - 27/01/2023 08:00:00,BZN|FR,BZN|GB(IFA2),0.00
27/01/2023 07:00:00 - 27/01/2023 08:00:00,BZN|GB(IFA2),BZN|FR,239.00
27/01/2023 08:00:00 - 27/01/2023 09:00:00,BZN|FR,BZN|GB(IFA2),222.00
27/01/2023 08:00:00 - 27/01/2023 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 09:00:00 - 27/01/2023 10:00:00,BZN|FR,BZN|GB(IFA2),898.00
27/01/2023 09:00:00 - 27/01/2023 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 10:00:00 - 27/01/2023 11:00:00,BZN|FR,BZN|GB(IFA2),858.00
27/01/2023 10:00:00 - 27/01/2023 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 11:00:00 - 27/01/2023 12:00:00,BZN|FR,BZN|GB(IFA2),970.00
27/01/2023 11:00:00 - 27/01/2023 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 12:00:00 - 27/01/2023 13:00:00,BZN|FR,BZN|GB(IFA2),937.00
27/01/2023 12:00:00 - 27/01/2023 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 13:00:00 - 27/01/2023 14:00:00,BZN|FR,BZN|GB(IFA2),572.00
27/01/2023 13:00:00 - 27/01/2023 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 14:00:00 - 27/01/2023 15:00:00,BZN|FR,BZN|GB(IFA2),659.00
27/01/2023 14:00:00 - 27/01/2023 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 15:00:00 - 27/01/2023 16:00:00,BZN|FR,BZN|GB(IFA2),787.00
27/01/2023 15:00:00 - 27/01/2023 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 16:00:00 - 27/01/2023 17:00:00,BZN|FR,BZN|GB(IFA2),827.00
27/01/2023 16:00:00 - 27/01/2023 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 17:00:00 - 27/01/2023 18:00:00,BZN|FR,BZN|GB(IFA2),954.00
27/01/2023 17:00:00 - 27/01/2023 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 18:00:00 - 27/01/2023 19:00:00,BZN|FR,BZN|GB(IFA2),634.00
27/01/2023 18:00:00 - 27/01/2023 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 19:00:00 - 27/01/2023 20:00:00,BZN|FR,BZN|GB(IFA2),1009.00
27/01/2023 19:00:00 - 27/01/2023 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 20:00:00 - 27/01/2023 21:00:00,BZN|FR,BZN|GB(IFA2),817.00
27/01/2023 20:00:00 - 27/01/2023 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 21:00:00 - 27/01/2023 22:00:00,BZN|FR,BZN|GB(IFA2),587.00
27/01/2023 21:00:00 - 27/01/2023 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 22:00:00 - 27/01/2023 23:00:00,BZN|FR,BZN|GB(IFA2),42.00
27/01/2023 22:00:00 - 27/01/2023 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
27/01/2023 23:00:00 - 28/01/2023 00:00:00,BZN|FR,BZN|GB(IFA2),308.00
27/01/2023 23:00:00 - 28/01/2023 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 00:00:00 - 28/01/2023 01:00:00,BZN|FR,BZN|GB(IFA2),354.00
28/01/2023 00:00:00 - 28/01/2023 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 01:00:00 - 28/01/2023 02:00:00,BZN|FR,BZN|GB(IFA2),280.00
28/01/2023 01:00:00 - 28/01/2023 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 02:00:00 - 28/01/2023 03:00:00,BZN|FR,BZN|GB(IFA2),238.00
28/01/2023 02:00:00 - 28/01/2023 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 03:00:00 - 28/01/2023 04:00:00,BZN|FR,BZN|GB(IFA2),265.00
28/01/2023 03:00:00 - 28/01/2023 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 04:00:00 - 28/01/2023 05:00:00,BZN|FR,BZN|GB(IFA2),253.00
28/01/2023 04:00:00 - 28/01/2023 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 05:00:00 - 28/01/2023 06:00:00,BZN|FR,BZN|GB(IFA2),252.00
28/01/2023 05:00:00 - 28/01/2023 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 06:00:00 - 28/01/2023 07:00:00,BZN|FR,BZN|GB(IFA2),237.00
28/01/2023 06:00:00 - 28/01/2023 07:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 07:00:00 - 28/01/2023 08:00:00,BZN|FR,BZN|GB(IFA2),0.00
28/01/2023 07:00:00 - 28/01/2023 08:00:00,BZN|GB(IFA2),BZN|FR,225.00
28/01/2023 08:00:00 - 28/01/2023 09:00:00,BZN|FR,BZN|GB(IFA2),0.00
28/01/2023 08:00:00 - 28/01/2023 09:00:00,BZN|GB(IFA2),BZN|FR,7.00
28/01/2023 09:00:00 - 28/01/2023 10:00:00,BZN|FR,BZN|GB(IFA2),471.00
28/01/2023 09:00:00 - 28/01/2023 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 10:00:00 - 28/01/2023 11:00:00,BZN|FR,BZN|GB(IFA2),354.00
28/01/2023 10:00:00 - 28/01/2023 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 11:00:00 - 28/01/2023 12:00:00,BZN|FR,BZN|GB(IFA2),506.00
28/01/2023 11:00:00 - 28/01/2023 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 12:00:00 - 28/01/2023 13:00:00,BZN|FR,BZN|GB(IFA2),575.00
28/01/2023 12:00:00 - 28/01/2023 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 13:00:00 - 28/01/2023 14:00:00,BZN|FR,BZN|GB(IFA2),623.00
28/01/2023 13:00:00 - 28/01/2023 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 14:00:00 - 28/01/2023 15:00:00,BZN|FR,BZN|GB(IFA2),544.00
28/01/2023 14:00:00 - 28/01/2023 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 15:00:00 - 28/01/2023 16:00:00,BZN|FR,BZN|GB(IFA2),482.00
28/01/2023 15:00:00 - 28/01/2023 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 16:00:00 - 28/01/2023 17:00:00,BZN|FR,BZN|GB(IFA2),622.00
28/01/2023 16:00:00 - 28/01/2023 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 17:00:00 - 28/01/2023 18:00:00,BZN|FR,BZN|GB(IFA2),980.00
28/01/2023 17:00:00 - 28/01/2023 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 18:00:00 - 28/01/2023 19:00:00,BZN|FR,BZN|GB(IFA2),519.00
28/01/2023 18:00:00 - 28/01/2023 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 19:00:00 - 28/01/2023 20:00:00,BZN|FR,BZN|GB(IFA2),384.00
28/01/2023 19:00:00 - 28/01/2023 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
28/01/2023 20:00:00 - 28/01/2023 21:00:00,BZN|FR,BZN|GB(IFA2),0.00
28/01/2023 20:00:00 - 28/01/2023 21:00:00,BZN|GB(IFA2),BZN|FR,80.00
28/01/2023 21:00:00 - 28/01/2023 22:00:00,BZN|FR,BZN|GB(IFA2),0.00
28/01/2023 21:00:00 - 28/01/2023 22:00:00,BZN|GB(IFA2),BZN|FR,171.00
28/01/2023 22:00:00 - 28/01/2023 23:00:00,BZN|FR,BZN|GB(IFA2),0.00
28/01/2023 22:00:00 - 28/01/2023 23:00:00,BZN|GB(IFA2),BZN|FR,265.00
28/01/2023 23:00:00 - 29/01/2023 00:00:00,BZN|FR,BZN|GB(IFA2),0.00
28/01/2023 23:00:00 - 29/01/2023 00:00:00,BZN|GB(IFA2),BZN|FR,36.00
29/01/2023 00:00:00 - 29/01/2023 01:00:00,BZN|FR,BZN|GB(IFA2),70.00
29/01/2023 00:00:00 - 29/01/2023 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
29/01/2023 01:00:00 - 29/01/2023 02:00:00,BZN|FR,BZN|GB(IFA2),141.00
29/01/2023 01:00:00 - 29/01/2023 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
29/01/2023 02:00:00 - 29/01/2023 03:00:00,BZN|FR,BZN|GB(IFA2),153.00
29/01/2023 02:00:00 - 29/01/2023 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
29/01/2023 03:00:00 - 29/01/2023 04:00:00,BZN|FR,BZN|GB(IFA2),307.00
29/01/2023 03:00:00 - 29/01/2023 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
29/01/2023 04:00:00 - 29/01/2023 05:00:00,BZN|FR,BZN|GB(IFA2),275.00
29/01/2023 04:00:00 - 29/01/2023 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
29/01/2023 05:00:00 - 29/01/2023 06:00:00,BZN|FR,BZN|GB(IFA2),341.00
29/01/2023 05:00:00 - 29/01/2023 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
29/01/2023 06:00:00 - 29/01/2023 07:00:00,BZN|FR,BZN|GB(IFA2),336.00
29/01/2023 06:00:00 - 29/01/2023 07:00:00,BZN|GB(IFA2),BZN|FR,0.00
29/01/2023 07:00:00 - 29/01/2023 08:00:00,BZN|FR,BZN|GB(IFA2),0.00
29/01/2023 07:00:00 - 29/01/2023 08:00:00,BZN|GB(IFA2),BZN|FR,125.00
29/01/2023 08:00:00 - 29/01/2023 09:00:00,BZN|FR,BZN|GB(IFA2),0.00
29/01/2023 08:00:00 - 29/01/2023 09:00:00,BZN|GB(IFA2),BZN|FR,8.00
29/01/2023 09:00:00 - 29/01/2023 10:00:00,BZN|FR,BZN|GB(IFA2),46.00
29/01/2023 09:00:00 - 29/01/2023 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
29/01/2023 10:00:00 - 29/01/2023 11:00:00,BZN|FR,BZN|GB(IFA2),86.00
29/01/2023 10:00:00 - 29/01/2023 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
29/01/2023 11:00:00 - 29/01/2023 12:00:00,BZN|FR,BZN|GB(IFA2),174.00
29/01/2023 11:00:00 - 29/01/2023 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
