MTU,Out Area,In Area,Physical Flow (MW)
10/02/2025 11:00:00 - 10/02/2025 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2025 12:00:00 - 10/02/2025 13:00:00,BZN|FR,BZN|GB(IFA2),423.50
10/02/2025 12:00:00 - 10/02/2025 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2025 13:00:00 - 10/02/2025 14:00:00,BZN|FR,BZN|GB(IFA2),403.50
10/02/2025 13:00:00 - 10/02/2025 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2025 14:00:00 - 10/02/2025 15:00:00,BZN|FR,BZN|GB(IFA2),315.00
10/02/2025 14:00:00 - 10/02/2025 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2025 15:00:00 - 10/02/2025 16:00:00,BZN|FR,BZN|GB(IFA2),183.00
10/02/2025 15:00:00 - 10/02/2025 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2025 16:00:00 - 10/02/2025 17:00:00,BZN|FR,BZN|GB(IFA2),178.00
10/02/2025 16:00:00 - 10/02/2025 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2025 17:00:00 - 10/02/2025 18:00:00,BZN|FR,BZN|GB(IFA2),435.00
10/02/2025 17:00:00 - 10/02/2025 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2025 18:00:00 - 10/02/2025 19:00:00,BZN|FR,BZN|GB(IFA2),336.00
10/02/2025 18:00:00 - 10/02/2025 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2025 19:00:00 - 10/02/2025 20:00:00,BZN|FR,BZN|GB(IFA2),380.00
10/02/2025 19:00:00 - 10/02/2025 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2025 20:00:00 - 10/02/2025 21:00:00,BZN|FR,BZN|GB(IFA2),273.75
10/02/2025 20:00:00 - 10/02/2025 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2025 21:00:00 - 10/02/2025 22:00:00,BZN|FR,BZN|GB(IFA2),237.00
10/02/2025 21:00:00 - 10/02/2025 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2025 22:00:00 - 10/02/2025 23:00:00,BZN|FR,BZN|GB(IFA2),554.25
10/02/2025 22:00:00 - 10/02/2025 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
10/02/2025 23:00:00 - 11/02/2025 00:00:00,BZN|FR,BZN|GB(IFA2),779.25
10/02/2025 23:00:00 - 11/02/2025 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 00:00:00 - 11/02/2025 01:00:00,BZN|FR,BZN|GB(IFA2),972.75
11/02/2025 00:00:00 - 11/02/2025 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 01:00:00 - 11/02/2025 02:00:00,BZN|FR,BZN|GB(IFA2),1019.50
11/02/2025 01:00:00 - 11/02/2025 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 02:00:00 - 11/02/2025 03:00:00,BZN|FR,BZN|GB(IFA2),957.00
11/02/2025 02:00:00 - 11/02/2025 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 03:00:00 - 11/02/2025 04:00:00,BZN|FR,BZN|GB(IFA2),968.50
11/02/2025 03:00:00 - 11/02/2025 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 04:00:00 - 11/02/2025 05:00:00,BZN|FR,BZN|GB(IFA2),891.25
11/02/2025 04:00:00 - 11/02/2025 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 05:00:00 - 11/02/2025 06:00:00,BZN|FR,BZN|GB(IFA2),344.75
11/02/2025 05:00:00 - 11/02/2025 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 06:00:00 - 11/02/2025 07:00:00,BZN|FR,BZN|GB(IFA2),145.25
11/02/2025 06:00:00 - 11/02/2025 07:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 07:00:00 - 11/02/2025 08:00:00,BZN|FR,BZN|GB(IFA2),354.75
11/02/2025 07:00:00 - 11/02/2025 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 08:00:00 - 11/02/2025 09:00:00,BZN|FR,BZN|GB(IFA2),790.25
11/02/2025 08:00:00 - 11/02/2025 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 09:00:00 - 11/02/2025 10:00:00,BZN|FR,BZN|GB(IFA2),920.50
11/02/2025 09:00:00 - 11/02/2025 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 10:00:00 - 11/02/2025 11:00:00,BZN|FR,BZN|GB(IFA2),774.50
11/02/2025 10:00:00 - 11/02/2025 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 11:00:00 - 11/02/2025 12:00:00,BZN|FR,BZN|GB(IFA2),784.00
11/02/2025 11:00:00 - 11/02/2025 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 12:00:00 - 11/02/2025 13:00:00,BZN|FR,BZN|GB(IFA2),711.50
11/02/2025 12:00:00 - 11/02/2025 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 13:00:00 - 11/02/2025 14:00:00,BZN|FR,BZN|GB(IFA2),801.75
11/02/2025 13:00:00 - 11/02/2025 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 14:00:00 - 11/02/2025 15:00:00,BZN|FR,BZN|GB(IFA2),588.25
11/02/2025 14:00:00 - 11/02/2025 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 15:00:00 - 11/02/2025 16:00:00,BZN|FR,BZN|GB(IFA2),281.00
11/02/2025 15:00:00 - 11/02/2025 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 16:00:00 - 11/02/2025 17:00:00,BZN|FR,BZN|GB(IFA2),67.50
11/02/2025 16:00:00 - 11/02/2025 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 17:00:00 - 11/02/2025 18:00:00,BZN|FR,BZN|GB(IFA2),5.50
11/02/2025 17:00:00 - 11/02/2025 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 18:00:00 - 11/02/2025 19:00:00,BZN|FR,BZN|GB(IFA2),0.00
11/02/2025 18:00:00 - 11/02/2025 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 19:00:00 - 11/02/2025 20:00:00,BZN|FR,BZN|GB(IFA2),417.00
11/02/2025 19:00:00 - 11/02/2025 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 20:00:00 - 11/02/2025 21:00:00,BZN|FR,BZN|GB(IFA2),334.50
11/02/2025 20:00:00 - 11/02/2025 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 21:00:00 - 11/02/2025 22:00:00,BZN|FR,BZN|GB(IFA2),366.00
11/02/2025 21:00:00 - 11/02/2025 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 22:00:00 - 11/02/2025 23:00:00,BZN|FR,BZN|GB(IFA2),341.25
11/02/2025 22:00:00 - 11/02/2025 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
11/02/2025 23:00:00 - 12/02/2025 00:00:00,BZN|FR,BZN|GB(IFA2),649.50
11/02/2025 23:00:00 - 12/02/2025 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 00:00:00 - 12/02/2025 01:00:00,BZN|FR,BZN|GB(IFA2),703.75
12/02/2025 00:00:00 - 12/02/2025 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 01:00:00 - 12/02/2025 02:00:00,BZN|FR,BZN|GB(IFA2),895.50
12/02/2025 01:00:00 - 12/02/2025 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 02:00:00 - 12/02/2025 03:00:00,BZN|FR,BZN|GB(IFA2),977.75
12/02/2025 02:00:00 - 12/02/2025 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 03:00:00 - 12/02/2025 04:00:00,BZN|FR,BZN|GB(IFA2),834.25
12/02/2025 03:00:00 - 12/02/2025 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 04:00:00 - 12/02/2025 05:00:00,BZN|FR,BZN|GB(IFA2),475.25
12/02/2025 04:00:00 - 12/02/2025 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 05:00:00 - 12/02/2025 06:00:00,BZN|FR,BZN|GB(IFA2),114.50
12/02/2025 05:00:00 - 12/02/2025 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 06:00:00 - 12/02/2025 07:00:00,BZN|FR,BZN|GB(IFA2),0.00
12/02/2025 06:00:00 - 12/02/2025 07:00:00,BZN|GB(IFA2),BZN|FR,246.75
12/02/2025 07:00:00 - 12/02/2025 08:00:00,BZN|FR,BZN|GB(IFA2),12.75
12/02/2025 07:00:00 - 12/02/2025 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 08:00:00 - 12/02/2025 09:00:00,BZN|FR,BZN|GB(IFA2),387.75
12/02/2025 08:00:00 - 12/02/2025 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 09:00:00 - 12/02/2025 10:00:00,BZN|FR,BZN|GB(IFA2),545.75
12/02/2025 09:00:00 - 12/02/2025 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 10:00:00 - 12/02/2025 11:00:00,BZN|FR,BZN|GB(IFA2),401.00
12/02/2025 10:00:00 - 12/02/2025 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 11:00:00 - 12/02/2025 12:00:00,BZN|FR,BZN|GB(IFA2),746.50
12/02/2025 11:00:00 - 12/02/2025 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 12:00:00 - 12/02/2025 13:00:00,BZN|FR,BZN|GB(IFA2),950.25
12/02/2025 12:00:00 - 12/02/2025 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 13:00:00 - 12/02/2025 14:00:00,BZN|FR,BZN|GB(IFA2),950.50
12/02/2025 13:00:00 - 12/02/2025 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 14:00:00 - 12/02/2025 15:00:00,BZN|FR,BZN|GB(IFA2),848.00
12/02/2025 14:00:00 - 12/02/2025 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 15:00:00 - 12/02/2025 16:00:00,BZN|FR,BZN|GB(IFA2),619.75
12/02/2025 15:00:00 - 12/02/2025 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 16:00:00 - 12/02/2025 17:00:00,BZN|FR,BZN|GB(IFA2),758.50
12/02/2025 16:00:00 - 12/02/2025 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 17:00:00 - 12/02/2025 18:00:00,BZN|FR,BZN|GB(IFA2),318.50
12/02/2025 17:00:00 - 12/02/2025 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 18:00:00 - 12/02/2025 19:00:00,BZN|FR,BZN|GB(IFA2),197.25
12/02/2025 18:00:00 - 12/02/2025 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 19:00:00 - 12/02/2025 20:00:00,BZN|FR,BZN|GB(IFA2),273.50
12/02/2025 19:00:00 - 12/02/2025 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 20:00:00 - 12/02/2025 21:00:00,BZN|FR,BZN|GB(IFA2),307.75
12/02/2025 20:00:00 - 12/02/2025 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 21:00:00 - 12/02/2025 22:00:00,BZN|FR,BZN|GB(IFA2),334.25
12/02/2025 21:00:00 - 12/02/2025 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 22:00:00 - 12/02/2025 23:00:00,BZN|FR,BZN|GB(IFA2),377.25
12/02/2025 22:00:00 - 12/02/2025 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
12/02/2025 23:00:00 - 13/02/2025 00:00:00,BZN|FR,BZN|GB(IFA2),347.25
12/02/2025 23:00:00 - 13/02/2025 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 00:00:00 - 13/02/2025 01:00:00,BZN|FR,BZN|GB(IFA2),534.50
13/02/2025 00:00:00 - 13/02/2025 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 01:00:00 - 13/02/2025 02:00:00,BZN|FR,BZN|GB(IFA2),671.00
13/02/2025 01:00:00 - 13/02/2025 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 02:00:00 - 13/02/2025 03:00:00,BZN|FR,BZN|GB(IFA2),835.75
13/02/2025 02:00:00 - 13/02/2025 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 03:00:00 - 13/02/2025 04:00:00,BZN|FR,BZN|GB(IFA2),904.25
13/02/2025 03:00:00 - 13/02/2025 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 04:00:00 - 13/02/2025 05:00:00,BZN|FR,BZN|GB(IFA2),625.00
13/02/2025 04:00:00 - 13/02/2025 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 05:00:00 - 13/02/2025 06:00:00,BZN|FR,BZN|GB(IFA2),166.00
13/02/2025 05:00:00 - 13/02/2025 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 06:00:00 - 13/02/2025 07:00:00,BZN|FR,BZN|GB(IFA2),0.00
13/02/2025 06:00:00 - 13/02/2025 07:00:00,BZN|GB(IFA2),BZN|FR,255.50
13/02/2025 07:00:00 - 13/02/2025 08:00:00,BZN|FR,BZN|GB(IFA2),0.00
13/02/2025 07:00:00 - 13/02/2025 08:00:00,BZN|GB(IFA2),BZN|FR,181.75
13/02/2025 08:00:00 - 13/02/2025 09:00:00,BZN|FR,BZN|GB(IFA2),170.25
13/02/2025 08:00:00 - 13/02/2025 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 09:00:00 - 13/02/2025 10:00:00,BZN|FR,BZN|GB(IFA2),430.50
13/02/2025 09:00:00 - 13/02/2025 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 10:00:00 - 13/02/2025 11:00:00,BZN|FR,BZN|GB(IFA2),391.00
13/02/2025 10:00:00 - 13/02/2025 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 11:00:00 - 13/02/2025 12:00:00,BZN|FR,BZN|GB(IFA2),522.75
13/02/2025 11:00:00 - 13/02/2025 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 12:00:00 - 13/02/2025 13:00:00,BZN|FR,BZN|GB(IFA2),611.75
13/02/2025 12:00:00 - 13/02/2025 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 13:00:00 - 13/02/2025 14:00:00,BZN|FR,BZN|GB(IFA2),660.25
13/02/2025 13:00:00 - 13/02/2025 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 14:00:00 - 13/02/2025 15:00:00,BZN|FR,BZN|GB(IFA2),877.25
13/02/2025 14:00:00 - 13/02/2025 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 15:00:00 - 13/02/2025 16:00:00,BZN|FR,BZN|GB(IFA2),1008.25
13/02/2025 15:00:00 - 13/02/2025 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 16:00:00 - 13/02/2025 17:00:00,BZN|FR,BZN|GB(IFA2),983.25
13/02/2025 16:00:00 - 13/02/2025 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 17:00:00 - 13/02/2025 18:00:00,BZN|FR,BZN|GB(IFA2),388.25
13/02/2025 17:00:00 - 13/02/2025 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 18:00:00 - 13/02/2025 19:00:00,BZN|FR,BZN|GB(IFA2),38.50
13/02/2025 18:00:00 - 13/02/2025 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 19:00:00 - 13/02/2025 20:00:00,BZN|FR,BZN|GB(IFA2),79.25
13/02/2025 19:00:00 - 13/02/2025 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 20:00:00 - 13/02/2025 21:00:00,BZN|FR,BZN|GB(IFA2),56.50
13/02/2025 20:00:00 - 13/02/2025 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 21:00:00 - 13/02/2025 22:00:00,BZN|FR,BZN|GB(IFA2),7.00
13/02/2025 21:00:00 - 13/02/2025 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 22:00:00 - 13/02/2025 23:00:00,BZN|FR,BZN|GB(IFA2),72.25
13/02/2025 22:00:00 - 13/02/2025 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
13/02/2025 23:00:00 - 14/02/2025 00:00:00,BZN|FR,BZN|GB(IFA2),334.50
13/02/2025 23:00:00 - 14/02/2025 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 00:00:00 - 14/02/2025 01:00:00,BZN|FR,BZN|GB(IFA2),570.00
14/02/2025 00:00:00 - 14/02/2025 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 01:00:00 - 14/02/2025 02:00:00,BZN|FR,BZN|GB(IFA2),554.75
14/02/2025 01:00:00 - 14/02/2025 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 02:00:00 - 14/02/2025 03:00:00,BZN|FR,BZN|GB(IFA2),866.25
14/02/2025 02:00:00 - 14/02/2025 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 03:00:00 - 14/02/2025 04:00:00,BZN|FR,BZN|GB(IFA2),888.75
14/02/2025 03:00:00 - 14/02/2025 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 04:00:00 - 14/02/2025 05:00:00,BZN|FR,BZN|GB(IFA2),875.50
14/02/2025 04:00:00 - 14/02/2025 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 05:00:00 - 14/02/2025 06:00:00,BZN|FR,BZN|GB(IFA2),500.75
14/02/2025 05:00:00 - 14/02/2025 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 06:00:00 - 14/02/2025 07:00:00,BZN|FR,BZN|GB(IFA2),0.00
14/02/2025 06:00:00 - 14/02/2025 07:00:00,BZN|GB(IFA2),BZN|FR,183.25
14/02/2025 07:00:00 - 14/02/2025 08:00:00,BZN|FR,BZN|GB(IFA2),0.00
14/02/2025 07:00:00 - 14/02/2025 08:00:00,BZN|GB(IFA2),BZN|FR,157.75
14/02/2025 08:00:00 - 14/02/2025 09:00:00,BZN|FR,BZN|GB(IFA2),624.25
14/02/2025 08:00:00 - 14/02/2025 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 09:00:00 - 14/02/2025 10:00:00,BZN|FR,BZN|GB(IFA2),863.00
14/02/2025 09:00:00 - 14/02/2025 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 10:00:00 - 14/02/2025 11:00:00,BZN|FR,BZN|GB(IFA2),785.00
14/02/2025 10:00:00 - 14/02/2025 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 11:00:00 - 14/02/2025 12:00:00,BZN|FR,BZN|GB(IFA2),732.00
14/02/2025 11:00:00 - 14/02/2025 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 12:00:00 - 14/02/2025 13:00:00,BZN|FR,BZN|GB(IFA2),984.75
14/02/2025 12:00:00 - 14/02/2025 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 13:00:00 - 14/02/2025 14:00:00,BZN|FR,BZN|GB(IFA2),1023.00
14/02/2025 13:00:00 - 14/02/2025 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 14:00:00 - 14/02/2025 15:00:00,BZN|FR,BZN|GB(IFA2),1023.00
14/02/2025 14:00:00 - 14/02/2025 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 15:00:00 - 14/02/2025 16:00:00,BZN|FR,BZN|GB(IFA2),1023.00
14/02/2025 15:00:00 - 14/02/2025 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 16:00:00 - 14/02/2025 17:00:00,BZN|FR,BZN|GB(IFA2),1023.00
14/02/2025 16:00:00 - 14/02/2025 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 17:00:00 - 14/02/2025 18:00:00,BZN|FR,BZN|GB(IFA2),1023.00
14/02/2025 17:00:00 - 14/02/2025 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 18:00:00 - 14/02/2025 19:00:00,BZN|FR,BZN|GB(IFA2),834.25
14/02/2025 18:00:00 - 14/02/2025 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 19:00:00 - 14/02/2025 20:00:00,BZN|FR,BZN|GB(IFA2),632.00
14/02/2025 19:00:00 - 14/02/2025 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 20:00:00 - 14/02/2025 21:00:00,BZN|FR,BZN|GB(IFA2),457.75
14/02/2025 20:00:00 - 14/02/2025 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 21:00:00 - 14/02/2025 22:00:00,BZN|FR,BZN|GB(IFA2),485.50
14/02/2025 21:00:00 - 14/02/2025 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 22:00:00 - 14/02/2025 23:00:00,BZN|FR,BZN|GB(IFA2),469.75
14/02/2025 22:00:00 - 14/02/2025 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
14/02/2025 23:00:00 - 15/02/2025 00:00:00,BZN|FR,BZN|GB(IFA2),294.25
14/02/2025 23:00:00 - 15/02/2025 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 00:00:00 - 15/02/2025 01:00:00,BZN|FR,BZN|GB(IFA2),251.50
15/02/2025 00:00:00 - 15/02/2025 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 01:00:00 - 15/02/2025 02:00:00,BZN|FR,BZN|GB(IFA2),272.75
15/02/2025 01:00:00 - 15/02/2025 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 02:00:00 - 15/02/2025 03:00:00,BZN|FR,BZN|GB(IFA2),387.75
15/02/2025 02:00:00 - 15/02/2025 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 03:00:00 - 15/02/2025 04:00:00,BZN|FR,BZN|GB(IFA2),488.50
15/02/2025 03:00:00 - 15/02/2025 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 04:00:00 - 15/02/2025 05:00:00,BZN|FR,BZN|GB(IFA2),381.00
15/02/2025 04:00:00 - 15/02/2025 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 05:00:00 - 15/02/2025 06:00:00,BZN|FR,BZN|GB(IFA2),192.00
15/02/2025 05:00:00 - 15/02/2025 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 06:00:00 - 15/02/2025 07:00:00,BZN|FR,BZN|GB(IFA2),108.50
15/02/2025 06:00:00 - 15/02/2025 07:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 07:00:00 - 15/02/2025 08:00:00,BZN|FR,BZN|GB(IFA2),102.00
15/02/2025 07:00:00 - 15/02/2025 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 08:00:00 - 15/02/2025 09:00:00,BZN|FR,BZN|GB(IFA2),418.50
15/02/2025 08:00:00 - 15/02/2025 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 09:00:00 - 15/02/2025 10:00:00,BZN|FR,BZN|GB(IFA2),817.00
15/02/2025 09:00:00 - 15/02/2025 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 10:00:00 - 15/02/2025 11:00:00,BZN|FR,BZN|GB(IFA2),1003.00
15/02/2025 10:00:00 - 15/02/2025 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 11:00:00 - 15/02/2025 12:00:00,BZN|FR,BZN|GB(IFA2),1023.00
15/02/2025 11:00:00 - 15/02/2025 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 12:00:00 - 15/02/2025 13:00:00,BZN|FR,BZN|GB(IFA2),1023.00
15/02/2025 12:00:00 - 15/02/2025 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 13:00:00 - 15/02/2025 14:00:00,BZN|FR,BZN|GB(IFA2),1023.00
15/02/2025 13:00:00 - 15/02/2025 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 14:00:00 - 15/02/2025 15:00:00,BZN|FR,BZN|GB(IFA2),1023.00
15/02/2025 14:00:00 - 15/02/2025 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 15:00:00 - 15/02/2025 16:00:00,BZN|FR,BZN|GB(IFA2),1023.00
15/02/2025 15:00:00 - 15/02/2025 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 16:00:00 - 15/02/2025 17:00:00,BZN|FR,BZN|GB(IFA2),1023.00
15/02/2025 16:00:00 - 15/02/2025 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 17:00:00 - 15/02/2025 18:00:00,BZN|FR,BZN|GB(IFA2),800.50
15/02/2025 17:00:00 - 15/02/2025 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 18:00:00 - 15/02/2025 19:00:00,BZN|FR,BZN|GB(IFA2),369.75
15/02/2025 18:00:00 - 15/02/2025 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 19:00:00 - 15/02/2025 20:00:00,BZN|FR,BZN|GB(IFA2),366.75
15/02/2025 19:00:00 - 15/02/2025 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 20:00:00 - 15/02/2025 21:00:00,BZN|FR,BZN|GB(IFA2),121.25
15/02/2025 20:00:00 - 15/02/2025 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 21:00:00 - 15/02/2025 22:00:00,BZN|FR,BZN|GB(IFA2),96.50
15/02/2025 21:00:00 - 15/02/2025 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 22:00:00 - 15/02/2025 23:00:00,BZN|FR,BZN|GB(IFA2),61.75
15/02/2025 22:00:00 - 15/02/2025 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
15/02/2025 23:00:00 - 16/02/2025 00:00:00,BZN|FR,BZN|GB(IFA2),422.00
15/02/2025 23:00:00 - 16/02/2025 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
16/02/2025 00:00:00 - 16/02/2025 01:00:00,BZN|FR,BZN|GB(IFA2),599.00
16/02/2025 00:00:00 - 16/02/2025 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
16/02/2025 01:00:00 - 16/02/2025 02:00:00,BZN|FR,BZN|GB(IFA2),817.50
16/02/2025 01:00:00 - 16/02/2025 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
16/02/2025 02:00:00 - 16/02/2025 03:00:00,BZN|FR,BZN|GB(IFA2),772.50
16/02/2025 02:00:00 - 16/02/2025 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
16/02/2025 03:00:00 - 16/02/2025 04:00:00,BZN|FR,BZN|GB(IFA2),645.75
16/02/2025 03:00:00 - 16/02/2025 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
